employee_id,fit_cultural,experiencia_rol,fuente,educacion,departamento,senority,tamano_compania,tipo_compania,empresas_previas,habilidades_cognitivas,perfil_exito
6898,0.754,no,agencia,graduado,finanzas,20,100-500,privada,4,0.72,0
22078,0.754,no,agencia,graduado,finanzas,1,100-500,publica,1,0.1,0
17002,0.754,no,agencia,graduado,operaciones,2,1000-4999,privada,1,0.1,0
3495,0.754,no,agencia,graduado,datos,13,<10,privada,5,0.1,0
10221,0.754,no,agencia,graduado,datos,9,10000+,privada,4,0.1,0
23330,0.743,no,agencia,graduado,datos,1,50-99,startup,0,0.64,0
20127,0.743,no,agencia,graduado,datos,20,10000+,ong,5,0.64,0
23835,0.743,no,agencia,graduado,marketing,3,10000+,privada,2,0.64,0
25548,0.743,no,agencia,graduado,datos,3,50-99,privada,2,0.64,0
1309,0.74,no,agencia,graduado,datos,13,10000+,privada,5,0.64,0
32469,0.74,no,agencia,graduado,datos,16,10000+,privada,3,0.64,0
20974,0.738,no,agencia,graduado,finanzas,3,50-99,startup,2,0.56,0
27859,0.738,no,agencia,graduado,operaciones,4,50-99,startup,1,0.48,0
14382,0.727,no,agencia,graduado,datos,6,10000+,privada,5,0.56,0
25374,0.727,no,agencia,graduado,datos,9,100-500,privada,5,0.56,0
891,0.725,no,agencia,graduado,datos,12,1000-4999,privada,0,0.56,0
15782,0.722,no,agencia,graduado,datos,16,100-500,privada,1,0.48,0
19191,0.698,no,agencia,graduado,datos,11,100-500,startup,1,0.48,0
32863,0.698,no,agencia,graduado,people,20,100-500,startup,3,0.48,0
11808,0.698,no,agencia,graduado,datos,5,10000+,privada,3,0.48,0
5554,0.698,no,agencia,graduado,datos,13,100-500,privada,2,0.48,0
5102,0.698,no,agencia,graduado,finanzas,5,10000+,publica,2,0.48,0
31265,0.698,no,agencia,graduado,administracion,4,50-99,privada,1,0.48,0
844,0.698,no,agencia,graduado,datos,15,500-999,publica,3,0.32,0
13028,0.698,no,agencia,graduado,administracion,5,50-99,privada,5,0.32,0
27391,0.698,no,agencia,graduado,datos,5,10000+,privada,1,0.32,0
14399,0.698,no,agencia,graduado,datos,17,100-500,startup,5,0.32,0
10452,0.698,no,agencia,graduado,datos,9,10000+,privada,5,0.32,0
20276,0.698,no,agencia,graduado,datos,10,10000+,privada,5,0.32,0
24608,0.698,no,agencia,graduado,datos,9,<10,privada,2,0.32,0
28975,0.698,no,agencia,graduado,datos,12,500-999,privada,1,0.32,0
10134,0.698,no,agencia,graduado,datos,15,1000-4999,privada,1,0.32,0
13774,0.691,no,agencia,graduado,people,3,10/49,privada,5,0.4,0
7627,0.691,no,agencia,graduado,operaciones,20,100-500,privada,5,0.4,0
107,0.689,no,agencia,graduado,datos,14,100-500,startup,1,0.4,0
1762,0.689,no,agencia,graduado,datos,6,5000-9999,privada,5,0.4,0
31421,0.689,no,agencia,graduado,administracion,20,100-500,privada,5,0.4,0
28941,0.682,no,agencia,graduado,datos,15,10000+,privada,2,0.4,0
5044,0.666,no,agencia,graduado,administracion,18,10/49,privada,4,0.48,0
8746,0.666,no,agencia,graduado,datos,3,500-999,privada,2,0.48,0
27277,0.666,no,agencia,graduado,datos,2,1000-4999,privada,1,0.48,0
15041,0.666,no,agencia,graduado,datos,13,10000+,publica,5,0.32,0
8,0.666,no,agencia,graduado,finanzas,13,100-500,startup,2,0.24,0
29175,0.666,no,agencia,graduado,datos,20,100-500,privada,1,0.24,0
30436,0.666,no,agencia,graduado,people,6,10000+,privada,1,0.24,0
32462,0.64,no,agencia,graduado,datos,15,100-500,privada,1,0.24,0
30878,0.624,no,agencia,graduado,datos,10,10000+,privada,1,0.72,0
22871,0.624,no,agencia,graduado,datos,10,5000-9999,privada,2,0.72,0
10487,0.624,no,agencia,graduado,datos,10,500-999,publica,1,0.72,0
491,0.624,no,agencia,graduado,datos,20,10000+,privada,1,0.72,0
8065,0.624,no,agencia,graduado,datos,1,10000+,privada,1,0.64,0
25045,0.624,no,agencia,graduado,datos,3,10000+,privada,1,0.64,0
25343,0.624,no,agencia,graduado,datos,20,10000+,privada,5,0.56,0
20678,0.624,no,agencia,graduado,marketing,3,<10,privada,2,0.56,0
24209,0.624,no,agencia,graduado,datos,2,<10,privada,1,0.56,0
18,0.624,no,agencia,graduado,datos,20,10/49,privada,5,0.56,0
22647,0.624,no,agencia,graduado,datos,14,10000+,privada,1,0.56,0
25248,0.624,no,agencia,graduado,datos,3,<10,privada,0,0.48,0
21003,0.624,no,agencia,graduado,datos,6,10000+,privada,2,0.48,0
328,0.624,no,agencia,graduado,operaciones,10,10/49,privada,0,0.48,0
6724,0.624,no,agencia,graduado,datos,8,50-99,privada,4,0.48,0
32954,0.624,no,agencia,graduado,datos,15,1000-4999,privada,5,0.48,0
19838,0.624,no,agencia,graduado,datos,20,10000+,privada,5,0.48,0
25694,0.624,no,agencia,graduado,datos,16,1000-4999,publica,5,0.45,0
2755,0.624,no,agencia,graduado,datos,20,10/49,privada,5,0.41,0
2646,0.624,no,agencia,graduado,datos,20,<10,privada,5,0.4,0
27147,0.624,no,agencia,graduado,datos,4,10/49,privada,4,0.4,0
6247,0.624,no,agencia,graduado,datos,17,10/49,privada,1,0.4,0
30872,0.624,no,agencia,graduado,datos,10,10000+,privada,5,0.4,0
17302,0.624,no,agencia,graduado,datos,9,100-500,privada,3,0.32,0
31011,0.624,no,agencia,graduado,datos,9,10000+,publica,5,0.32,0
5135,0.624,no,agencia,graduado,datos,20,500-999,privada,5,0.32,0
14374,0.624,no,agencia,graduado,datos,4,100-500,publica,1,0.32,0
14332,0.624,no,agencia,graduado,datos,5,100-500,privada,1,0.32,0
22736,0.624,no,agencia,graduado,datos,16,10000+,privada,5,0.32,0
3048,0.624,no,agencia,graduado,operaciones,2,50-99,privada,1,0.32,0
2313,0.624,no,agencia,graduado,datos,20,50-99,privada,5,0.32,0
32447,0.624,no,agencia,graduado,datos,12,<10,publica,1,0.31,0
14662,0.624,no,agencia,graduado,datos,16,50-99,privada,4,0.29,0
12688,0.624,no,agencia,graduado,datos,10,50-99,privada,3,0.29,0
29150,0.624,no,agencia,graduado,datos,4,1000-4999,privada,0,0.29,0
13444,0.624,no,agencia,graduado,datos,11,50-99,privada,1,0.29,0
6517,0.624,no,agencia,graduado,datos,3,100-500,ong,0,0.28,0
32384,0.624,no,agencia,graduado,datos,3,10000+,privada,1,0.27,0
15028,0.624,no,agencia,graduado,datos,3,50-99,startup,0,0.27,0
11531,0.624,no,agencia,graduado,datos,20,5000-9999,privada,1,0.27,0
24953,0.624,no,agencia,graduado,datos,1,50-99,privada,1,0.27,0
18954,0.624,no,agencia,graduado,datos,1,500-999,publica,1,0.25,0
7676,0.624,no,agencia,graduado,datos,3,10/49,startup,3,0.24,0
5615,0.624,no,agencia,graduado,datos,3,50-99,privada,1,0.24,0
16969,0.624,no,agencia,graduado,marketing,20,5000-9999,privada,5,0.24,0
28926,0.624,no,agencia,graduado,operaciones,5,10000+,privada,5,0.24,0
32507,0.624,no,agencia,graduado,datos,12,50-99,privada,1,0.24,0
1623,0.624,no,agencia,graduado,datos,10,1000-4999,privada,5,0.24,0
1596,0.624,no,agencia,graduado,marketing,1,50-99,privada,0,0.24,0
32773,0.624,no,agencia,graduado,datos,15,100-500,startup,1,0.24,0
23897,0.624,no,agencia,graduado,datos,10,10/49,privada,1,0.24,0
31780,0.624,no,agencia,graduado,datos,14,10/49,privada,1,0.24,0
22517,0.624,no,agencia,graduado,datos,3,1000-4999,publica,1,0.24,0
12495,0.624,no,agencia,graduado,datos,8,5000-9999,privada,1,0.24,0
33380,0.624,no,agencia,graduado,datos,14,10000+,privada,2,0.24,0
3136,0.624,no,agencia,graduado,datos,14,1000-4999,privada,5,0.24,0
32614,0.624,no,agencia,graduado,datos,3,10/49,privada,5,0.24,0
12350,0.624,no,agencia,graduado,marketing,20,50-99,privada,1,0.24,0
19994,0.624,no,agencia,graduado,datos,3,100-500,publica,1,0.24,0
3826,0.624,no,agencia,graduado,datos,20,500-999,privada,1,0.24,0
12844,0.624,no,agencia,graduado,datos,6,<10,privada,5,0.24,0
8421,0.624,no,agencia,graduado,datos,3,500-999,privada,1,0.24,0
32978,0.624,no,agencia,graduado,operaciones,11,5000-9999,privada,1,0.24,0
11226,0.624,no,agencia,graduado,datos,3,10/49,ong,1,0.23,0
28800,0.624,no,agencia,graduado,datos,14,1000-4999,publica,1,0.22,0
4464,0.624,no,agencia,graduado,finanzas,9,5000-9999,ong,2,0.21,0
23971,0.624,no,agencia,graduado,datos,3,100-500,publica,1,0.2,0
4960,0.624,no,agencia,graduado,datos,18,500-999,privada,5,0.19,0
23882,0.624,no,agencia,graduado,datos,10,10000+,privada,1,0.19,0
24337,0.624,no,agencia,graduado,datos,14,50-99,privada,0,0.19,0
29495,0.624,no,agencia,graduado,datos,4,50-99,privada,1,0.18,0
23598,0.624,no,agencia,graduado,datos,20,500-999,privada,5,0.18,0
32443,0.624,no,agencia,graduado,datos,5,<10,privada,1,0.17,0
5420,0.624,no,agencia,graduado,datos,6,100-500,privada,5,0.16,0
6365,0.624,no,agencia,graduado,datos,6,<10,startup,0,0.16,0
25692,0.624,no,agencia,graduado,datos,6,500-999,privada,5,0.16,0
24530,0.624,no,agencia,graduado,datos,12,100-500,privada,5,0.16,0
16469,0.624,no,agencia,graduado,datos,20,100-500,privada,2,0.16,0
13584,0.624,no,agencia,graduado,datos,20,<10,privada,4,0.16,0
20066,0.624,no,agencia,graduado,people,8,50-99,privada,1,0.16,0
24828,0.624,no,agencia,graduado,datos,20,5000-9999,publica,5,0.16,0
27937,0.624,no,agencia,graduado,datos,16,10000+,ong,5,0.16,0
6437,0.624,no,agencia,graduado,datos,4,5000-9999,publica,2,0.16,0
28049,0.624,no,agencia,graduado,datos,5,50-99,publica,1,0.16,0
20207,0.624,no,agencia,graduado,datos,20,50-99,privada,5,0.16,0
31139,0.624,no,agencia,graduado,datos,11,100-500,privada,2,0.16,0
9964,0.624,no,agencia,graduado,datos,20,100-500,ong,1,0.16,0
31280,0.624,no,agencia,graduado,datos,15,100-500,privada,5,0.16,0
10009,0.624,no,agencia,graduado,datos,3,100-500,publica,2,0.16,0
28462,0.624,no,agencia,graduado,datos,1,10000+,privada,1,0.16,0
31689,0.624,no,agencia,graduado,datos,10,100-500,privada,1,0.15,0
29191,0.624,no,agencia,graduado,finanzas,12,10000+,publica,5,0.14,0
11442,0.624,no,agencia,graduado,finanzas,20,100-500,privada,2,0.14,0
6658,0.624,no,agencia,graduado,operaciones,3,1000-4999,privada,1,0.14,0
16478,0.624,no,agencia,graduado,datos,2,100-500,privada,1,0.13,0
28386,0.624,no,agencia,graduado,datos,20,<10,startup,5,0.13,0
14812,0.624,no,agencia,graduado,datos,19,500-999,privada,5,0.11,0
27957,0.624,no,agencia,graduado,datos,9,1000-4999,privada,1,0.11,0
19156,0.624,no,agencia,graduado,datos,5,100-500,publica,5,0.1,0
14754,0.624,no,agencia,graduado,datos,20,1000-4999,publica,1,0.1,0
19463,0.624,no,agencia,graduado,datos,5,10000+,privada,2,0.1,0
13482,0.624,no,agencia,graduado,datos,7,50-99,privada,0,0.1,0
13587,0.624,no,agencia,graduado,datos,1,50-99,privada,1,0.1,0
16737,0.624,no,agencia,graduado,datos,12,100-500,privada,2,0.08,0
8961,0.624,no,agencia,graduado,people,6,100-500,privada,2,0.08,0
12509,0.624,no,agencia,graduado,datos,20,50-99,privada,5,0.08,0
1510,0.624,no,agencia,graduado,marketing,20,5000-9999,privada,5,0.08,0
29871,0.624,no,agencia,graduado,finanzas,20,50-99,privada,5,0.08,0
32221,0.624,no,agencia,graduado,finanzas,15,100-500,privada,3,0.08,0
3325,0.624,no,agencia,graduado,operaciones,4,50-99,privada,1,0.08,0
29233,0.624,no,agencia,graduado,datos,5,50-99,privada,3,0.08,0
15893,0.624,no,agencia,graduado,datos,20,10000+,privada,2,0.08,0
19986,0.624,no,agencia,graduado,datos,4,10000+,publica,1,0.08,0
30179,0.624,no,agencia,graduado,datos,6,1000-4999,publica,1,0.08,0
18088,0.624,no,agencia,graduado,administracion,1,<10,startup,1,0.08,0
29778,0.624,no,agencia,graduado,finanzas,1,100-500,privada,1,0.08,0
3766,0.579,no,agencia,graduado,datos,20,500-999,privada,5,0.72,0
17413,0.579,no,agencia,graduado,datos,4,<10,startup,0,0.64,0
14434,0.579,no,agencia,graduado,datos,3,50-99,privada,1,0.64,0
29823,0.579,no,agencia,graduado,datos,20,100-500,publica,5,0.56,0
12450,0.579,no,agencia,graduado,datos,1,<10,privada,1,0.48,0
25175,0.579,no,agencia,graduado,datos,3,100-500,privada,3,0.48,0
8198,0.579,no,agencia,graduado,datos,9,10/49,privada,4,0.48,0
31957,0.579,no,agencia,graduado,datos,15,100-500,startup,3,0.4,0
22585,0.579,no,agencia,graduado,datos,2,1000-4999,privada,1,0.4,0
24912,0.579,no,agencia,graduado,datos,5,10000+,privada,1,0.4,0
12764,0.579,no,agencia,graduado,datos,4,50-99,privada,4,0.36,0
24280,0.579,no,agencia,graduado,datos,4,500-999,privada,1,0.32,0
25425,0.579,no,agencia,graduado,datos,4,10000+,privada,1,0.32,0
24199,0.579,no,agencia,graduado,datos,20,1000-4999,privada,2,0.32,0
24457,0.579,no,agencia,graduado,datos,16,10000+,publica,2,0.32,0
18523,0.579,no,agencia,graduado,marketing,1,10000+,privada,0,0.32,0
4181,0.579,no,agencia,graduado,people,1,500-999,privada,1,0.32,0
2385,0.579,no,agencia,graduado,datos,15,<10,privada,5,0.29,0
32998,0.579,no,agencia,graduado,operaciones,14,1000-4999,privada,5,0.28,0
32848,0.579,no,agencia,graduado,datos,4,50-99,privada,1,0.27,0
23694,0.579,no,agencia,graduado,datos,3,10000+,privada,3,0.26,0
32328,0.579,no,agencia,graduado,datos,5,10000+,privada,2,0.25,0
19056,0.579,no,agencia,graduado,datos,6,10/49,ong,1,0.24,0
25120,0.579,no,agencia,graduado,datos,4,10000+,privada,0,0.24,0
27256,0.579,no,agencia,graduado,datos,1,10000+,privada,1,0.24,0
22949,0.579,no,agencia,graduado,finanzas,8,50-99,privada,1,0.24,0
25034,0.579,no,agencia,graduado,datos,2,1000-4999,privada,1,0.24,0
7578,0.579,no,agencia,graduado,people,20,<10,privada,5,0.23,0
3517,0.579,no,agencia,graduado,datos,20,50-99,startup,1,0.2,0
5621,0.579,no,agencia,graduado,datos,9,100-500,publica,3,0.16,0
27591,0.579,no,agencia,graduado,datos,10,500-999,privada,3,0.16,0
31088,0.579,no,agencia,graduado,datos,1,<10,startup,1,0.16,0
30880,0.579,no,agencia,graduado,datos,1,10000+,privada,1,0.16,0
14027,0.579,no,agencia,graduado,datos,8,10000+,privada,5,0.15,0
5245,0.579,no,agencia,graduado,datos,4,<10,privada,1,0.13,0
4982,0.579,no,agencia,graduado,datos,11,100-500,privada,1,0.13,0
4383,0.579,no,agencia,graduado,datos,20,10000+,privada,5,0.13,0
6423,0.579,no,agencia,graduado,datos,20,10/49,privada,5,0.12,0
12647,0.579,no,agencia,graduado,datos,3,<10,privada,2,0.12,0
23821,0.579,no,agencia,graduado,datos,20,10000+,ong,5,0.12,0
32671,0.579,no,agencia,graduado,datos,2,50-99,ong,0,0.12,0
12315,0.579,no,agencia,graduado,datos,6,10000+,privada,1,0.11,0
9130,0.579,no,agencia,graduado,datos,2,50-99,privada,1,0.1,0
16853,0.579,no,agencia,graduado,finanzas,20,<10,privada,5,0.1,0
17594,0.579,no,agencia,graduado,datos,4,50-99,publica,1,0.1,0
16280,0.579,no,agencia,graduado,datos,5,10000+,privada,1,0.08,0
979,0.563,no,agencia,graduado,datos,12,100-500,privada,1,0.64,0
31134,0.563,no,agencia,graduado,datos,20,50-99,privada,5,0.32,0
1520,0.563,no,agencia,graduado,finanzas,8,10/49,ong,5,0.21,0
25813,0.558,no,agencia,graduado,datos,2,100-500,publica,1,0.72,0
12198,0.558,no,agencia,graduado,datos,3,500-999,startup,1,0.64,0
22365,0.558,no,agencia,graduado,datos,9,100-500,privada,1,0.56,0
17582,0.558,no,agencia,graduado,datos,20,10000+,privada,0,0.4,0
31941,0.558,no,agencia,graduado,datos,20,10000+,privada,4,0.4,0
26840,0.558,no,agencia,graduado,people,7,10000+,privada,2,0.4,0
7968,0.558,no,agencia,graduado,datos,20,100-500,privada,1,0.4,0
31526,0.558,no,agencia,graduado,operaciones,1,1000-4999,privada,1,0.4,0
5187,0.558,no,agencia,graduado,datos,20,10/49,privada,2,0.4,0
25631,0.558,no,agencia,graduado,datos,2,50-99,startup,1,0.32,0
9394,0.558,no,agencia,graduado,datos,5,100-500,privada,1,0.32,0
9007,0.558,no,agencia,graduado,datos,7,50-99,startup,1,0.27,0
14055,0.558,no,agencia,graduado,datos,8,50-99,startup,1,0.25,0
32517,0.558,no,agencia,graduado,datos,20,10000+,privada,1,0.25,0
11801,0.558,no,agencia,graduado,datos,3,100-500,startup,0,0.25,0
24371,0.558,no,agencia,graduado,datos,19,10000+,privada,5,0.24,0
4454,0.558,no,agencia,graduado,datos,15,100-500,privada,1,0.24,0
4342,0.558,no,agencia,graduado,operaciones,2,<10,privada,1,0.24,0
24428,0.558,no,agencia,graduado,datos,1,50-99,privada,1,0.24,0
18817,0.558,no,agencia,graduado,datos,3,50-99,startup,1,0.22,0
13643,0.558,no,agencia,graduado,marketing,9,50-99,privada,0,0.22,0
9188,0.558,no,agencia,graduado,datos,6,10/49,startup,0,0.2,0
14674,0.558,no,agencia,graduado,datos,14,5000-9999,privada,3,0.2,0
1426,0.558,no,agencia,graduado,finanzas,1,50-99,privada,1,0.2,0
17954,0.558,no,agencia,graduado,datos,2,10/49,privada,2,0.19,0
20016,0.558,no,agencia,graduado,datos,20,500-999,privada,2,0.19,0
15884,0.558,no,agencia,graduado,operaciones,17,500-999,privada,2,0.17,0
5465,0.558,no,agencia,graduado,finanzas,1,10/49,privada,1,0.17,0
5595,0.558,no,agencia,graduado,datos,8,5000-9999,privada,5,0.16,0
31480,0.558,no,agencia,graduado,marketing,14,50-99,privada,3,0.16,0
15822,0.558,no,agencia,graduado,datos,19,1000-4999,privada,1,0.16,0
29264,0.558,no,agencia,graduado,datos,5,500-999,privada,1,0.16,0
31782,0.558,no,agencia,graduado,datos,4,50-99,privada,1,0.15,0
1710,0.558,no,agencia,graduado,datos,20,1000-4999,privada,5,0.13,0
3664,0.558,no,agencia,graduado,datos,20,1000-4999,privada,1,0.13,0
16983,0.558,no,agencia,graduado,finanzas,1,50-99,publica,0,0.13,0
32512,0.558,no,agencia,graduado,datos,1,10000+,privada,1,0.13,0
1479,0.558,no,agencia,graduado,finanzas,14,10/49,privada,5,0.13,0
5468,0.558,no,agencia,graduado,datos,20,10000+,privada,1,0.13,0
10672,0.558,no,agencia,graduado,datos,1,50-99,ong,3,0.13,0
27188,0.558,no,agencia,graduado,datos,11,100-500,privada,1,0.12,0
609,0.558,no,agencia,graduado,datos,10,100-500,privada,1,0.12,0
16322,0.558,no,agencia,graduado,operaciones,7,50-99,privada,1,0.12,0
29399,0.558,no,agencia,graduado,finanzas,8,100-500,privada,1,0.11,0
31166,0.556,no,agencia,graduado,datos,6,1000-4999,privada,0,0.72,0
9331,0.556,no,agencia,graduado,datos,4,10000+,privada,1,0.64,0
24890,0.556,no,agencia,graduado,datos,2,<10,ong,1,0.56,0
27578,0.556,no,agencia,graduado,people,2,1000-4999,ong,1,0.26,0
5079,0.556,no,agencia,graduado,operaciones,20,10000+,privada,3,0.24,0
24430,0.556,no,agencia,graduado,datos,18,100-500,privada,5,0.16,0
23061,0.556,no,agencia,graduado,datos,1,<10,privada,0,0.15,0
10454,0.556,no,agencia,graduado,finanzas,3,100-500,privada,3,0.11,0
27676,0.556,no,agencia,graduado,finanzas,14,500-999,privada,1,0.11,0
31499,0.556,no,agencia,graduado,datos,8,10/49,startup,0,0.1,0
27137,0.555,no,agencia,graduado,datos,20,10000+,privada,4,0.56,0
3497,0.555,no,agencia,graduado,datos,20,1000-4999,privada,5,0.48,0
23839,0.555,no,agencia,graduado,finanzas,20,50-99,ong,5,0.4,0
20075,0.555,no,agencia,graduado,finanzas,1,<10,startup,1,0.37,0
20062,0.555,no,agencia,graduado,datos,20,10/49,privada,4,0.35,0
24609,0.555,no,agencia,graduado,datos,5,50-99,privada,3,0.34,0
1512,0.555,no,agencia,graduado,finanzas,20,10000+,privada,2,0.32,0
13800,0.555,no,agencia,graduado,datos,2,10/49,privada,1,0.31,0
22173,0.555,no,agencia,graduado,operaciones,5,5000-9999,privada,5,0.31,0
10404,0.555,no,agencia,graduado,marketing,20,<10,privada,5,0.31,0
33131,0.555,no,agencia,graduado,datos,5,<10,privada,3,0.31,0
10314,0.555,no,agencia,graduado,datos,2,100-500,privada,2,0.3,0
7219,0.555,no,agencia,graduado,datos,1,10000+,privada,1,0.27,0
26987,0.555,no,agencia,graduado,datos,5,50-99,startup,1,0.25,0
22438,0.555,no,agencia,graduado,operaciones,4,10000+,privada,1,0.24,0
12267,0.555,no,agencia,graduado,people,20,50-99,privada,1,0.22,0
23136,0.555,no,agencia,graduado,it,5,1000-4999,privada,5,0.12,0
30653,0.555,no,agencia,graduado,datos,9,100-500,privada,3,0.12,0
23194,0.555,no,agencia,graduado,datos,16,<10,privada,5,0.11,0
23157,0.55,no,agencia,graduado,datos,4,50-99,privada,1,0.72,0
8761,0.55,no,agencia,graduado,datos,7,100-500,privada,1,0.72,0
16693,0.55,no,agencia,graduado,administracion,15,10000+,privada,5,0.72,0
5791,0.55,no,agencia,graduado,datos,20,5000-9999,privada,1,0.64,0
32976,0.55,no,agencia,graduado,datos,14,5000-9999,publica,1,0.56,0
29270,0.55,no,agencia,graduado,datos,4,1000-4999,privada,1,0.48,0
8784,0.55,no,agencia,graduado,operaciones,3,100-500,privada,2,0.36,0
28082,0.55,no,agencia,graduado,datos,10,10000+,privada,3,0.36,0
31106,0.55,no,agencia,graduado,administracion,3,50-99,privada,0,0.36,0
26323,0.55,no,agencia,graduado,operaciones,1,1000-4999,privada,5,0.36,0
29985,0.55,no,agencia,graduado,datos,20,1000-4999,privada,1,0.35,0
27904,0.55,no,agencia,graduado,datos,11,100-500,privada,5,0.35,0
17209,0.55,no,agencia,graduado,datos,1,1000-4999,privada,0,0.34,0
21063,0.55,no,agencia,graduado,datos,11,100-500,ong,5,0.34,0
382,0.55,no,agencia,graduado,finanzas,20,50-99,privada,5,0.3,0
25392,0.55,no,agencia,graduado,datos,20,1000-4999,privada,5,0.29,0
24637,0.55,no,agencia,graduado,datos,20,10000+,privada,4,0.29,0
23129,0.55,no,agencia,graduado,datos,8,10000+,privada,0,0.29,0
16592,0.55,no,agencia,graduado,datos,18,5000-9999,privada,2,0.28,0
18777,0.55,no,agencia,graduado,datos,11,10/49,privada,5,0.28,0
1158,0.55,no,agencia,graduado,datos,10,100-500,privada,4,0.28,0
19268,0.55,no,agencia,graduado,datos,16,10/49,privada,1,0.28,0
21546,0.55,no,agencia,graduado,finanzas,2,500-999,privada,1,0.27,0
29320,0.55,no,agencia,graduado,datos,15,10000+,privada,5,0.27,0
26916,0.55,no,agencia,graduado,datos,20,50-99,startup,1,0.25,0
20708,0.55,no,agencia,graduado,datos,15,50-99,privada,5,0.25,0
26529,0.55,no,agencia,graduado,datos,2,50-99,ong,1,0.25,0
21281,0.55,no,agencia,graduado,datos,3,1000-4999,privada,2,0.24,0
3785,0.55,no,agencia,graduado,finanzas,17,100-500,ong,5,0.24,0
27197,0.55,no,agencia,graduado,finanzas,20,10000+,privada,5,0.24,0
32217,0.55,no,agencia,graduado,datos,9,50-99,privada,1,0.24,0
27651,0.55,no,agencia,graduado,datos,14,100-500,privada,1,0.24,0
5210,0.55,no,agencia,graduado,datos,11,100-500,privada,1,0.24,0
25513,0.55,no,agencia,graduado,administracion,11,500-999,ong,5,0.23,0
32963,0.55,no,agencia,graduado,datos,18,1000-4999,publica,1,0.22,0
23175,0.55,no,agencia,graduado,administracion,5,100-500,privada,1,0.22,0
25545,0.55,no,agencia,graduado,finanzas,15,50-99,privada,1,0.22,0
1608,0.55,no,agencia,graduado,datos,20,50-99,startup,3,0.2,0
5404,0.55,no,agencia,graduado,datos,20,<10,privada,5,0.19,0
10087,0.55,no,agencia,graduado,datos,17,5000-9999,privada,5,0.19,0
29523,0.55,no,agencia,graduado,finanzas,20,50-99,ong,1,0.19,0
815,0.55,no,agencia,graduado,datos,9,10000+,privada,5,0.19,0
7667,0.55,no,agencia,graduado,finanzas,4,100-500,ong,2,0.19,0
26737,0.55,no,agencia,graduado,datos,20,50-99,privada,5,0.14,0
25009,0.55,no,agencia,graduado,datos,2,10000+,privada,1,0.11,0
10914,0.55,no,agencia,graduado,datos,3,50-99,privada,2,0.11,0
9474,0.55,no,agencia,graduado,datos,6,10000+,privada,1,0.11,0
7661,0.55,no,agencia,graduado,operaciones,7,100-500,startup,1,0.11,0
32024,0.55,no,agencia,graduado,finanzas,5,1000-4999,publica,2,0.1,0
14112,0.55,no,agencia,graduado,datos,3,1000-4999,ong,1,0.1,0
20961,0.55,no,agencia,graduado,datos,5,50-99,privada,2,0.1,0
22134,0.55,no,agencia,graduado,finanzas,3,100-500,privada,1,0.1,0
1773,0.55,no,agencia,graduado,datos,20,10/49,startup,2,0.1,0
27941,0.55,no,agencia,graduado,datos,11,10000+,privada,2,0.1,0
8846,0.55,no,agencia,graduado,administracion,3,50-99,privada,2,0.08,0
12392,0.55,no,agencia,graduado,datos,20,50-99,privada,5,0,0
27222,0.53,no,agencia,graduado,datos,5,100-500,privada,1,0.22,0
1638,0.527,no,agencia,graduado,datos,10,10000+,privada,1,0.16,0
12583,0.52,no,agencia,graduado,datos,19,50-99,privada,5,0.56,0
8307,0.52,no,agencia,graduado,marketing,20,100-500,privada,5,0.48,0
4706,0.52,no,agencia,graduado,datos,9,10/49,startup,2,0.26,0
24010,0.52,no,agencia,graduado,datos,8,10000+,privada,0,0.25,0
17227,0.52,no,agencia,graduado,datos,20,10000+,privada,0,0.24,0
10117,0.52,no,agencia,graduado,datos,4,10000+,privada,2,0.21,0
24342,0.52,no,agencia,graduado,datos,15,<10,privada,1,0.17,0
29534,0.52,no,agencia,graduado,datos,1,50-99,privada,1,0.16,0
1700,0.52,no,agencia,graduado,datos,2,100-500,privada,1,0.15,0
2544,0.52,no,agencia,graduado,operaciones,18,1000-4999,privada,5,0.13,0
16394,0.52,no,agencia,graduado,datos,2,10000+,privada,2,0.13,0
20389,0.52,no,agencia,graduado,datos,1,50-99,privada,1,0.13,0
27217,0.52,no,agencia,graduado,datos,7,5000-9999,privada,2,0.11,0
33339,0.52,no,agencia,graduado,datos,2,500-999,publica,1,0.11,0
6466,0.52,no,agencia,graduado,datos,2,50-99,privada,1,0.11,0
15645,0.52,no,agencia,graduado,datos,4,100-500,publica,2,0.1,0
32567,0.52,no,agencia,graduado,datos,4,10000+,privada,1,0.1,0
15412,0.52,no,agencia,graduado,datos,7,10000+,publica,2,0.1,0
27602,0.52,no,agencia,graduado,datos,11,10000+,privada,3,0.1,0
5604,0.52,no,agencia,graduado,datos,7,5000-9999,privada,3,0.1,0
789,0.518,no,agencia,graduado,datos,20,<10,privada,1,0.15,0
4575,0.516,no,agencia,graduado,datos,20,500-999,publica,4,0.13,0
1831,0.516,no,agencia,graduado,datos,3,<10,startup,5,0.12,0
30533,0.51,no,agencia,graduado,finanzas,5,10000+,privada,5,0.56,0
4568,0.51,no,agencia,graduado,datos,2,<10,privada,1,0.17,0
10773,0.5,no,agencia,graduado,marketing,2,50-99,startup,0,0.23,0
22847,0.5,no,agencia,graduado,datos,10,100-500,ong,1,0.22,0
2843,0.5,no,agencia,graduado,datos,1,10/49,privada,1,0.15,0
31885,0.493,no,agencia,graduado,finanzas,15,100-500,publica,5,0.24,0
