id_empleado,departamento,region,educacion,cantidad_entrenamientos,edad,desempeno,antiguedad,Objetivos_80,reconocimiento_recibido,score_entrenamiento,promocion
59304,ventas,region_2,posgrado,2,30,4,5,1,0,49,0
36280,compras,region_13,posgrado,2,39,4,4,0,0,68,0
74836,ventas,region_10,universitario,2,32,4,5,0,0,54,0
34654,operaciones,region_27,universitario,2,46,4,3,1,0,60,0
45602,ventas,region_2,universitario,2,28,4,1,0,0,50,0
36334,tecnologia,region_2,universitario,2,28,4,4,1,0,78,0
31117,ventas,region_27,universitario,2,32,4,7,1,0,83,1
55860,ventas,region_2,universitario,2,38,4,7,1,0,46,1
70531,ventas,region_2,tecnico,2,38,4,9,0,0,53,0
39638,tecnologia,region_6,universitario,2,33,4,8,0,0,79,0
74281,operaciones,region_2,universitario,2,43,4,7,1,0,60,0
32174,operaciones,region_22,universitario,2,25,4,3,1,0,57,0
14997,Analytics,region_27,universitario,2,27,4,5,0,0,84,0
45693,Analytics,region_22,universitario,2,32,4,8,1,0,81,0
69528,Analytics,region_22,universitario,2,29,4,2,1,0,87,1
59607,tecnologia,region_23,universitario,2,29,4,6,0,0,77,0
5828,finanzas,region_32,universitario,2,32,4,6,1,0,57,0
69309,ventas,region_2,universitario,2,36,4,8,1,0,42,1
13867,tecnologia,region_22,universitario,2,31,4,7,0,0,79,0
61148,ventas,region_7,universitario,2,37,4,4,0,0,48,0
26737,operaciones,region_2,secundario,2,24,4,3,1,0,56,0
30596,finanzas,region_30,universitario,2,30,4,4,1,0,61,0
3890,Analytics,region_32,universitario,2,36,4,3,0,0,86,0
56344,ventas,region_26,tecnico,2,22,4,2,0,0,48,0
59085,ventas,region_7,universitario,2,25,4,3,0,0,43,0
41388,Analytics,region_16,universitario,2,33,4,3,1,0,86,0
65656,ventas,region_22,universitario,2,28,4,4,1,0,50,0
12079,operaciones,region_26,universitario,2,36,4,7,1,0,60,0
36461,tecnologia,region_4,universitario,2,32,4,6,1,0,79,0
2451,operaciones,region_31,universitario,2,34,4,3,1,0,61,0
54592,ventas,region_1,posgrado,2,34,4,7,0,0,50,0
71946,ventas,region_2,universitario,2,35,4,8,0,0,53,0
26459,tecnologia,region_2,universitario,2,31,4,6,0,0,82,0
18857,operaciones,region_22,universitario,2,30,4,2,1,0,57,0
36598,Analytics,region_22,universitario,2,27,4,3,1,0,81,0
29426,finanzas,region_2,universitario,2,26,4,2,1,0,58,0
52298,ventas,region_12,universitario,2,32,4,9,0,0,51,0
57944,Analytics,region_34,universitario,2,36,4,10,1,0,86,0
48017,ventas,region_2,universitario,2,37,4,9,1,0,64,1
67421,finanzas,region_28,universitario,2,27,4,3,0,0,93,1
55213,Analytics,region_29,universitario,2,25,4,2,1,0,84,0
18800,Analytics,region_2,universitario,2,48,4,6,0,0,86,0
6600,tecnologia,region_23,universitario,2,31,4,2,0,0,78,0
68244,ventas,region_26,universitario,2,29,4,5,0,0,52,0
52989,Analytics,region_22,tecnico,2,29,4,7,0,0,84,0
44201,ventas,region_8,universitario,2,29,4,3,0,0,44,0
63930,operaciones,region_4,universitario,2,31,4,7,0,0,58,0
53743,operaciones,region_7,universitario,2,30,4,3,1,0,56,0
63182,tecnologia,region_22,posgrado,2,38,4,3,0,0,79,0
69457,Analytics,region_11,posgrado,2,34,4,6,0,0,84,0
1765,ventas,region_2,universitario,2,32,4,8,0,0,47,0
22756,ventas,region_31,universitario,2,27,4,2,0,0,49,0
41882,ventas,region_22,universitario,2,28,4,2,1,0,50,0
28960,operaciones,region_22,universitario,2,33,4,7,1,0,59,0
31990,ventas,region_23,posgrado,2,37,4,6,0,0,49,0
208,ventas,region_7,posgrado,2,42,4,15,1,0,47,1
69772,HR,region_2,universitario,2,27,4,2,0,0,52,0
62426,ventas,region_16,universitario,2,33,4,3,1,0,52,0
35338,R&D,region_2,posgrado,2,37,4,7,1,0,84,0
53758,Analytics,region_29,universitario,2,26,4,2,0,0,85,0
45403,ventas,region_2,universitario,2,26,4,3,1,0,49,1
9802,tecnologia,region_7,posgrado,2,32,4,6,1,0,80,1
34643,compras,region_13,universitario,2,34,4,3,0,0,66,0
34088,tecnologia,region_5,universitario,2,34,4,4,1,0,78,0
75815,ventas,region_22,universitario,2,30,4,5,1,0,52,0
15512,compras,region_22,universitario,2,29,4,2,0,0,72,0
54579,tecnologia,region_20,universitario,2,33,4,6,1,0,81,0
32558,Analytics,region_2,universitario,2,59,4,3,0,0,84,0
9115,HR,region_22,secundario,2,23,4,2,0,0,53,0
44208,tecnologia,region_27,posgrado,2,46,4,6,1,0,77,0
55672,operaciones,region_22,universitario,2,30,4,2,1,0,64,0
47869,ventas,region_7,universitario,2,34,4,6,0,0,49,0
17487,Analytics,region_27,universitario,2,30,4,7,0,0,82,0
65662,ventas,region_22,posgrado,2,34,4,7,0,0,47,0
65328,operaciones,region_7,universitario,2,46,4,6,0,0,59,0
55359,tecnologia,region_2,universitario,2,25,4,3,1,0,79,0
27969,tecnologia,region_4,posgrado,2,33,4,8,1,0,79,0
43428,operaciones,region_22,posgrado,2,32,4,6,1,0,64,0
7635,tecnologia,region_6,universitario,2,30,4,4,1,0,78,0
1424,ventas,region_2,posgrado,2,39,4,3,0,0,50,0
57978,operaciones,region_2,universitario,2,35,4,9,1,0,66,0
33038,finanzas,region_2,universitario,2,28,4,1,1,0,65,0
46503,operaciones,region_7,universitario,2,31,4,3,0,0,62,0
26766,R&D,region_2,posgrado,2,39,4,12,0,0,81,0
17225,compras,region_7,universitario,2,32,4,5,0,0,70,0
11011,ventas,region_16,universitario,2,30,4,5,0,0,49,0
38244,ventas,region_25,tecnico,2,24,4,2,0,0,49,0
78118,ventas,region_7,tecnico,2,24,4,2,0,0,48,0
17220,operaciones,region_2,universitario,2,42,4,7,1,0,58,0
69994,Analytics,region_19,universitario,2,32,4,5,1,0,85,0
67164,tecnologia,region_2,posgrado,2,36,4,5,1,0,84,0
9722,operaciones,region_16,posgrado,2,39,4,9,0,0,53,0
73197,finanzas,region_2,universitario,2,38,4,11,0,0,60,0
61803,R&D,region_22,posgrado,2,35,4,7,1,0,81,0
77109,ventas,region_2,posgrado,2,49,4,19,0,0,50,0
76347,Analytics,region_34,universitario,2,25,4,4,0,0,88,0
64965,operaciones,region_2,universitario,2,35,4,10,1,0,61,0
48978,operaciones,region_2,universitario,2,44,4,12,0,0,57,0
55263,operaciones,region_2,posgrado,2,32,4,10,1,0,62,1
73367,tecnologia,region_10,universitario,2,30,4,6,0,0,81,0
2474,operaciones,region_2,universitario,2,42,4,12,0,0,61,0
49709,operaciones,region_15,universitario,2,43,4,3,1,0,55,1
44203,ventas,region_8,universitario,2,32,4,3,0,0,51,0
37567,finanzas,region_4,posgrado,2,35,4,6,0,0,58,0
70226,ventas,region_22,universitario,2,35,4,7,0,0,51,0
6321,ventas,region_2,universitario,2,38,4,9,0,0,53,0
73349,Analytics,region_26,universitario,2,32,4,7,0,0,87,0
52540,compras,region_4,posgrado,2,36,4,9,1,0,69,0
66204,HR,region_2,posgrado,2,50,4,15,1,0,60,1
3154,tecnologia,region_16,universitario,2,37,4,10,1,0,80,0
59078,tecnologia,region_7,posgrado,2,34,4,6,1,0,78,0
77151,tecnologia,region_2,posgrado,2,41,4,8,0,0,77,0
20198,compras,region_13,posgrado,2,37,4,8,0,0,69,0
54281,ventas,region_7,universitario,2,31,4,9,1,0,46,0
59189,tecnologia,region_7,universitario,2,50,4,22,0,0,73,0
30010,Analytics,region_22,universitario,2,30,4,3,1,0,86,0
65108,R&D,region_2,posgrado,2,50,4,16,0,0,88,0
43180,tecnologia,region_2,universitario,2,54,4,15,0,0,82,0
65054,compras,region_22,universitario,2,28,4,5,1,0,68,0
42437,operaciones,region_7,posgrado,2,34,4,4,0,0,64,0
78248,ventas,region_27,universitario,2,27,4,3,0,0,49,0
5427,tecnologia,region_22,universitario,2,26,4,2,0,0,81,0
53388,ventas,region_2,tecnico,2,25,4,2,0,0,55,0
40090,Analytics,region_22,posgrado,2,34,4,3,0,0,82,0
61665,finanzas,region_2,universitario,2,29,4,3,0,0,56,0
2720,operaciones,region_22,universitario,2,32,4,3,1,0,60,0
12707,Analytics,region_22,tecnico,2,29,4,4,1,0,87,0
68843,tecnologia,region_22,universitario,2,35,4,9,1,0,92,1
71584,operaciones,region_15,universitario,2,32,4,8,0,0,55,0
74457,ventas,region_4,universitario,2,27,4,2,0,0,44,0
6559,operaciones,region_1,posgrado,2,31,4,6,0,0,58,0
29880,operaciones,region_7,posgrado,2,33,4,8,1,0,90,1
18402,ventas,region_7,posgrado,2,35,4,8,1,0,50,1
6018,tecnologia,region_7,posgrado,2,37,4,3,1,0,83,0
20506,operaciones,region_7,universitario,2,33,4,2,1,0,61,0
3709,ventas,region_2,posgrado,2,41,4,3,0,0,53,0
13189,ventas,region_7,posgrado,2,31,4,4,0,0,47,0
17729,finanzas,region_27,universitario,2,36,4,2,1,0,58,0
60215,Analytics,region_13,universitario,2,29,4,3,0,0,84,0
62765,tecnologia,region_7,secundario,2,26,4,2,1,0,82,0
68389,compras,region_22,universitario,2,46,4,2,0,0,66,0
46598,ventas,region_2,universitario,2,36,4,7,0,0,54,0
48332,ventas,region_7,universitario,2,54,4,13,1,0,47,0
42602,Analytics,region_2,universitario,2,37,4,2,0,0,86,0
13711,compras,region_15,universitario,2,35,4,9,0,0,70,0
69582,operaciones,region_22,universitario,2,37,4,12,1,0,57,1
46579,tecnologia,region_2,universitario,2,29,4,4,0,0,82,0
75952,Analytics,region_13,universitario,2,33,4,7,0,0,78,0
24577,Analytics,region_22,universitario,2,26,4,2,1,0,86,0
50185,ventas,region_8,universitario,2,31,4,4,0,0,45,0
59334,R&D,region_2,universitario,2,30,4,5,0,0,84,0
1176,Analytics,region_2,universitario,2,25,4,2,0,0,82,0
12184,operaciones,region_22,universitario,2,31,4,6,0,0,56,0
54810,operaciones,region_23,universitario,2,33,4,9,0,0,60,0
26243,compras,region_30,universitario,2,31,4,4,0,0,69,0
62809,Analytics,region_32,tecnico,2,28,4,1,1,0,84,0
19878,Analytics,region_2,universitario,2,26,4,3,0,0,86,0
416,operaciones,region_16,universitario,2,31,4,5,1,0,63,0
33046,HR,region_7,universitario,2,34,4,10,0,0,47,0
51227,ventas,region_19,universitario,2,33,4,8,1,0,50,1
704,ventas,region_22,universitario,2,26,4,4,0,0,60,1
53049,ventas,region_22,universitario,2,27,4,6,0,0,51,0
5457,R&D,region_11,posgrado,2,35,4,5,0,0,83,0
66739,ventas,region_2,universitario,2,35,4,9,0,0,54,0
32401,finanzas,region_7,universitario,2,30,4,6,1,0,60,0
61095,Analytics,region_15,tecnico,2,30,4,4,0,0,84,0
54071,tecnologia,region_2,secundario,2,22,4,2,1,0,80,0
67129,ventas,region_20,posgrado,2,41,4,9,0,0,49,0
22034,operaciones,region_2,universitario,2,36,4,7,1,0,58,1
4076,ventas,region_28,posgrado,2,36,4,10,0,0,54,0
60948,ventas,region_2,universitario,2,35,4,4,0,0,47,0
49909,finanzas,region_2,secundario,2,25,4,2,0,0,59,0
40288,ventas,region_2,posgrado,2,45,4,4,0,0,56,0
68086,Analytics,region_22,posgrado,2,35,4,8,0,0,88,0
6585,ventas,region_31,universitario,2,31,4,3,0,0,51,0
5946,Analytics,region_25,universitario,2,31,4,4,0,0,85,0
34715,ventas,region_2,universitario,2,22,4,2,0,0,49,0
59443,tecnologia,region_2,posgrado,2,30,4,2,1,0,83,0
36535,Analytics,region_31,universitario,2,31,4,7,0,0,87,0
37350,compras,region_25,universitario,2,28,4,2,0,0,71,0
29464,ventas,region_2,posgrado,2,53,4,15,0,0,50,0
62441,HR,region_22,posgrado,2,32,4,4,0,0,52,0
16549,operaciones,region_31,universitario,2,36,4,4,0,0,59,0
30298,tecnologia,region_2,secundario,2,23,4,1,0,0,81,0
72025,Analytics,region_20,universitario,2,36,4,7,0,0,85,0
66137,finanzas,region_2,universitario,2,30,4,5,0,0,60,0
32121,operaciones,region_32,universitario,2,30,4,3,1,0,60,0
2060,Analytics,region_22,universitario,2,27,4,2,1,0,84,0
70310,tecnologia,region_2,universitario,2,33,4,9,0,0,80,0
12186,Analytics,region_22,universitario,2,30,4,4,1,0,82,0
47559,compras,region_2,universitario,2,59,4,14,0,0,72,0
55767,operaciones,region_2,universitario,2,45,4,2,0,0,60,0
78277,operaciones,region_22,universitario,2,32,4,4,1,0,54,0
77714,Analytics,region_7,universitario,2,28,4,5,0,0,88,0
75400,operaciones,region_2,universitario,2,36,4,5,1,0,60,0
40946,compras,region_2,universitario,2,23,4,1,0,0,71,0
13368,operaciones,region_2,posgrado,2,34,4,8,0,0,60,0
427,compras,region_15,universitario,2,33,4,8,0,0,71,0
45900,Analytics,region_2,universitario,2,30,4,3,0,0,88,0
2011,operaciones,region_2,universitario,2,30,4,7,0,0,60,0
57207,Analytics,region_32,universitario,2,28,4,5,0,0,84,0
43951,ventas,region_22,posgrado,2,35,4,7,0,0,48,0
69165,tecnologia,region_26,universitario,2,41,4,10,0,0,78,0
42089,tecnologia,region_28,universitario,2,30,4,7,0,0,78,0
4373,tecnologia,region_2,universitario,2,32,4,5,0,0,78,0
8345,ventas,region_31,universitario,2,30,4,5,0,0,46,0
25237,Analytics,region_28,posgrado,2,32,4,6,0,0,88,0
57640,compras,region_2,posgrado,2,48,4,16,0,0,73,0
53990,ventas,region_30,universitario,2,34,4,9,0,0,53,0
32515,compras,region_4,universitario,2,26,4,5,1,0,64,0
66934,Analytics,region_27,posgrado,2,35,4,8,1,0,86,0
75784,ventas,region_2,posgrado,2,37,4,6,0,0,51,0
15791,Analytics,region_4,posgrado,2,38,4,4,0,0,81,0
40167,operaciones,region_2,posgrado,2,34,4,2,0,0,61,0
18735,Analytics,region_2,universitario,2,30,4,10,0,0,86,0
45897,R&D,region_7,universitario,2,30,4,2,0,0,90,0
67609,compras,region_7,posgrado,2,59,4,10,0,0,68,0
4947,operaciones,region_2,posgrado,2,36,4,8,1,0,62,0
74076,compras,region_31,posgrado,2,35,4,5,1,0,71,0
12521,operaciones,region_15,universitario,2,40,4,11,1,0,58,0
898,operaciones,region_22,universitario,2,38,4,5,1,0,57,0
61149,ventas,region_28,posgrado,2,33,4,7,0,0,47,0
27618,tecnologia,region_7,posgrado,2,35,4,7,0,0,78,0
66646,Analytics,region_22,universitario,2,33,4,9,1,0,87,0
26503,compras,region_31,universitario,2,30,4,8,1,0,66,0
74567,tecnologia,region_2,universitario,2,26,4,3,0,0,81,0
32879,tecnologia,region_15,universitario,2,48,4,22,1,0,82,1
67651,tecnologia,region_22,universitario,2,31,4,2,0,0,79,0
36880,ventas,region_2,tecnico,2,25,4,3,1,0,47,0
44353,Analytics,region_26,universitario,2,26,4,5,0,0,83,0
25708,tecnologia,region_2,universitario,2,25,4,2,1,0,79,0
59596,tecnologia,region_2,universitario,2,32,4,2,1,0,76,0
75230,tecnologia,region_8,universitario,2,29,4,6,0,0,78,0
28391,ventas,region_2,posgrado,2,36,4,7,1,0,48,0
70238,operaciones,region_27,universitario,2,34,4,7,1,0,60,0
25811,operaciones,region_2,universitario,2,33,4,7,0,0,65,0
18202,finanzas,region_8,universitario,2,27,4,2,1,0,53,0
71228,operaciones,region_2,posgrado,2,31,4,5,1,0,62,0
29615,tecnologia,region_13,posgrado,2,33,4,4,1,0,80,0
15155,finanzas,region_13,universitario,2,35,4,9,0,0,59,0
56471,Analytics,region_22,universitario,2,29,4,2,1,0,87,0
68094,operaciones,region_2,universitario,2,29,4,4,1,0,57,0
63400,finanzas,region_2,universitario,2,29,4,4,0,0,61,0
73510,ventas,region_4,posgrado,2,35,4,9,0,0,58,0
57592,R&D,region_22,posgrado,2,26,4,3,1,0,83,0
27923,Analytics,region_31,universitario,2,26,4,3,0,0,84,0
72766,tecnologia,region_2,universitario,2,60,4,29,0,0,77,0
66045,Analytics,region_2,universitario,2,32,4,5,0,0,82,0
49943,operaciones,region_15,posgrado,2,43,4,15,0,0,59,0
33654,ventas,region_22,universitario,2,30,4,5,0,0,46,0
31368,operaciones,region_16,universitario,2,30,4,3,1,0,59,0
53539,Analytics,region_2,universitario,2,36,4,4,1,0,81,0
56295,finanzas,region_7,universitario,2,30,4,2,1,0,63,0
32926,operaciones,region_22,universitario,2,43,4,3,0,0,61,0
42178,ventas,region_16,universitario,2,28,4,2,0,0,52,0
20453,Analytics,region_20,universitario,2,32,4,7,0,0,86,0
51965,Analytics,region_2,universitario,2,36,4,9,0,0,85,0
49081,compras,region_17,posgrado,2,39,4,12,0,0,66,0
21479,Analytics,region_7,universitario,2,34,4,6,1,0,88,0
28784,Analytics,region_31,universitario,2,34,4,5,0,0,90,0
51899,operaciones,region_19,universitario,2,34,4,8,1,0,60,0
16131,Analytics,region_22,posgrado,2,32,4,3,0,0,86,0
18464,Analytics,region_22,universitario,2,31,4,4,0,0,80,0
67849,ventas,region_22,universitario,2,27,4,3,0,0,52,0
42315,ventas,region_2,universitario,2,30,4,7,0,0,48,0
8834,tecnologia,region_22,universitario,2,28,4,3,1,0,75,0
19970,tecnologia,region_2,posgrado,2,40,4,8,1,0,78,0
10250,finanzas,region_31,universitario,2,31,4,7,0,0,60,0
21362,ventas,region_31,universitario,2,30,4,6,0,0,44,0
47702,compras,region_26,posgrado,2,36,4,3,0,0,72,0
18922,operaciones,region_2,posgrado,2,41,4,4,0,0,54,0
12845,tecnologia,region_2,posgrado,2,38,4,8,0,0,79,0
18417,compras,region_2,universitario,2,36,4,9,1,0,71,0
19968,tecnologia,region_6,universitario,2,26,4,3,1,0,76,0
40054,Analytics,region_30,universitario,2,30,4,6,1,0,85,0
39123,tecnologia,region_7,universitario,2,27,4,2,0,0,82,0
50073,tecnologia,region_22,posgrado,2,35,4,3,0,0,82,0
29857,tecnologia,region_25,universitario,2,31,4,4,0,0,81,0
67322,tecnologia,region_4,universitario,2,32,4,2,1,0,80,0
52108,operaciones,region_32,universitario,2,29,4,2,0,0,54,0
16245,R&D,region_22,universitario,2,37,4,7,1,0,82,0
8517,ventas,region_22,posgrado,2,33,4,5,0,0,49,0
75075,compras,region_7,universitario,2,28,4,1,0,0,69,0
12756,ventas,region_7,universitario,2,35,4,5,0,0,50,0
6723,operaciones,region_2,universitario,2,43,4,15,0,0,59,0
47338,ventas,region_32,universitario,2,34,4,2,0,0,45,0
37236,tecnologia,region_22,universitario,2,25,4,3,0,0,80,0
41410,operaciones,region_22,universitario,2,28,4,5,0,0,60,0
57498,ventas,region_2,universitario,2,44,4,15,0,0,53,0
30169,compras,region_5,universitario,2,33,4,6,0,0,65,0
68428,Analytics,region_7,universitario,2,29,4,2,0,0,86,0
27005,operaciones,region_32,posgrado,2,37,4,6,0,0,58,0
42212,operaciones,region_2,universitario,2,30,4,4,0,0,60,0
7179,operaciones,region_2,universitario,2,45,4,14,0,0,63,0
50183,finanzas,region_22,universitario,2,31,4,4,1,0,60,0
46897,HR,region_8,universitario,2,29,4,7,0,0,49,0
25725,operaciones,region_15,universitario,2,35,4,8,0,0,62,0
46559,ventas,region_2,universitario,2,34,4,2,1,0,47,0
26695,tecnologia,region_4,universitario,2,32,4,6,1,0,78,0
47560,ventas,region_2,universitario,2,51,4,8,0,0,49,0
61664,finanzas,region_2,posgrado,2,34,4,9,1,0,59,0
21851,operaciones,region_23,universitario,2,32,4,7,1,0,57,0
8298,R&D,region_22,universitario,2,29,4,4,1,0,83,0
6272,operaciones,region_2,universitario,2,35,4,8,1,0,59,0
49747,operaciones,region_15,tecnico,2,37,4,3,0,0,59,0
57474,operaciones,region_2,universitario,2,42,4,12,0,0,57,0
59892,finanzas,region_2,posgrado,2,46,4,15,0,0,58,0
46773,operaciones,region_31,universitario,2,34,4,9,0,0,58,0
39307,ventas,region_13,posgrado,2,33,4,3,0,0,62,1
16757,finanzas,region_23,posgrado,2,35,4,6,0,0,62,0
53899,Analytics,region_29,universitario,2,28,4,4,1,0,86,0
34424,compras,region_15,universitario,2,28,4,6,0,0,71,0
9963,finanzas,region_22,universitario,2,29,4,3,1,0,60,1
53068,ventas,region_23,universitario,2,36,4,7,0,0,52,0
73236,tecnologia,region_26,universitario,2,30,4,1,0,0,81,0
1531,operaciones,region_2,universitario,2,32,4,4,1,0,59,0
70718,operaciones,region_2,universitario,2,37,4,7,0,0,60,0
13239,operaciones,region_15,universitario,2,26,4,4,1,0,61,0
61374,tecnologia,region_3,universitario,2,28,4,2,1,0,78,0
58941,operaciones,region_28,universitario,2,36,4,4,0,0,61,0
72754,compras,region_1,universitario,2,28,4,5,0,0,73,0
57931,tecnologia,region_22,posgrado,2,40,4,3,1,0,77,0
36007,operaciones,region_2,universitario,2,35,4,7,1,0,55,0
17223,tecnologia,region_22,universitario,2,30,4,3,0,0,83,0
38720,Analytics,region_22,universitario,2,32,4,5,0,0,82,0
58448,compras,region_7,universitario,2,47,4,7,0,0,69,0
68582,ventas,region_32,universitario,2,31,4,2,0,0,49,0
45493,compras,region_4,posgrado,2,54,4,14,0,0,72,0
55045,Analytics,region_7,tecnico,2,34,4,4,0,0,88,0
6023,ventas,region_2,universitario,2,46,4,5,0,0,49,0
32794,ventas,region_14,universitario,2,35,4,8,0,0,54,0
1092,Analytics,region_22,posgrado,2,31,4,9,0,0,78,0
75390,operaciones,region_22,universitario,2,32,4,9,1,0,56,0
63536,compras,region_22,universitario,2,34,4,3,1,0,69,0
22417,operaciones,region_22,posgrado,2,31,4,1,0,0,58,0
77648,operaciones,region_22,posgrado,2,32,4,5,0,0,76,1
72030,Analytics,region_2,universitario,2,40,4,5,0,0,82,0
36863,tecnologia,region_2,posgrado,2,59,4,29,0,0,77,0
7215,finanzas,region_7,posgrado,2,38,4,4,0,0,76,1
77180,compras,region_17,posgrado,2,37,4,7,1,0,71,0
17657,tecnologia,region_2,universitario,2,38,4,3,0,0,78,0
16492,tecnologia,region_16,universitario,2,32,4,8,0,0,82,0
32324,ventas,region_7,universitario,2,38,4,11,0,0,52,0
32165,tecnologia,region_2,universitario,2,31,4,3,1,0,81,0
75296,Analytics,region_22,universitario,2,28,4,3,1,0,85,1
25270,operaciones,region_27,posgrado,2,34,4,7,1,0,58,0
66441,operaciones,region_2,universitario,2,33,4,7,1,0,60,0
15972,Analytics,region_2,universitario,2,39,4,4,0,0,90,0
1382,tecnologia,region_10,posgrado,2,30,4,2,1,0,79,0
65978,compras,region_17,posgrado,2,37,4,2,0,0,66,0
67766,tecnologia,region_22,universitario,2,28,4,5,0,0,80,0
54737,ventas,region_23,posgrado,2,44,4,6,1,0,61,1
30474,ventas,region_22,universitario,2,27,4,4,1,0,51,1
1485,operaciones,region_7,universitario,2,32,4,4,0,0,59,0
77955,ventas,region_3,universitario,2,30,4,5,1,0,89,1
15148,operaciones,region_15,universitario,2,41,4,7,1,0,70,1
77183,ventas,region_15,universitario,2,30,4,5,0,0,47,0
33921,compras,region_16,universitario,2,45,4,3,1,0,69,0
63097,compras,region_5,universitario,2,30,4,6,0,0,75,0
32899,operaciones,region_2,universitario,2,52,4,24,0,0,58,0
75533,compras,region_2,universitario,2,35,4,4,1,0,67,0
48780,R&D,region_7,universitario,2,33,4,3,0,0,83,0
71226,compras,region_22,universitario,2,29,4,2,0,0,71,0
2684,ventas,region_1,posgrado,2,33,4,6,1,0,47,0
7276,Analytics,region_3,universitario,2,28,4,2,0,0,88,0
5406,ventas,region_29,universitario,2,26,4,2,1,0,50,0
24982,tecnologia,region_2,universitario,2,35,4,8,1,0,82,0
12746,tecnologia,region_7,universitario,2,30,4,3,0,0,77,0
50174,tecnologia,region_7,universitario,2,37,4,6,1,0,77,0
13021,ventas,region_22,universitario,2,28,4,4,1,0,47,1
36499,finanzas,region_2,universitario,2,31,4,6,0,0,60,0
38270,operaciones,region_2,universitario,2,36,4,4,0,0,62,0
22501,compras,region_7,posgrado,2,38,4,10,0,0,74,0
64506,ventas,region_27,universitario,2,32,4,5,0,0,45,0
76863,finanzas,region_28,universitario,2,29,4,2,0,0,59,0
16211,ventas,region_22,universitario,2,29,4,3,1,0,54,0
30336,compras,region_13,posgrado,2,34,4,10,0,0,77,0
33962,Analytics,region_15,universitario,2,32,4,4,0,0,86,0
18158,tecnologia,region_2,secundario,2,24,4,2,0,0,79,0
2533,tecnologia,region_4,posgrado,2,36,4,7,1,0,80,1
39312,ventas,region_22,universitario,2,28,4,7,0,0,62,1
38785,ventas,region_16,universitario,2,30,4,2,0,0,48,0
32549,finanzas,region_15,posgrado,2,35,4,3,0,0,58,0
74963,compras,region_2,posgrado,2,31,4,7,0,0,68,0
37540,operaciones,region_26,universitario,2,29,4,7,0,0,63,0
1154,finanzas,region_2,universitario,2,36,4,11,0,0,61,0
47933,operaciones,region_22,posgrado,2,32,4,6,0,0,62,0
876,finanzas,region_2,posgrado,2,57,4,7,1,0,58,0
45048,finanzas,region_31,universitario,2,32,4,2,1,0,54,0
58681,finanzas,region_2,universitario,2,60,4,9,0,0,70,1
71188,operaciones,region_2,universitario,2,34,4,7,1,0,58,0
51326,tecnologia,region_2,posgrado,2,57,4,18,0,0,81,0
6349,operaciones,region_15,posgrado,2,47,4,3,1,0,57,0
58517,operaciones,region_2,universitario,2,39,4,5,0,0,60,0
40104,operaciones,region_2,posgrado,2,52,4,20,0,0,58,0
51803,ventas,region_22,universitario,2,27,4,4,1,0,52,0
45333,compras,region_2,universitario,2,35,4,10,0,0,68,0
35595,operaciones,region_19,posgrado,2,45,4,17,0,0,56,0
43079,tecnologia,region_15,universitario,2,34,4,9,1,0,84,0
33576,Analytics,region_15,posgrado,2,37,4,5,0,0,87,0
43108,tecnologia,region_2,universitario,2,35,4,2,1,0,81,0
43995,tecnologia,region_22,universitario,2,27,4,2,1,0,83,0
46735,compras,region_2,universitario,2,33,4,6,0,0,70,0
53311,operaciones,region_22,posgrado,2,52,4,18,0,0,56,0
48993,ventas,region_2,tecnico,2,36,4,3,1,0,47,0
29074,ventas,region_31,universitario,2,35,4,5,0,0,50,0
75985,tecnologia,region_23,universitario,2,29,4,3,0,0,77,0
46495,ventas,region_31,universitario,2,46,4,3,0,0,47,0
6399,Analytics,region_27,universitario,2,36,4,3,1,0,86,0
13835,ventas,region_16,universitario,2,31,4,6,0,0,47,0
5085,tecnologia,region_26,posgrado,2,32,4,2,1,0,82,1
17140,Analytics,region_2,universitario,2,37,4,7,0,0,87,0
6167,ventas,region_7,posgrado,2,38,4,5,0,0,51,0
35214,Analytics,region_31,universitario,2,31,4,2,0,0,87,0
13663,ventas,region_16,universitario,2,29,4,2,0,0,49,0
34674,operaciones,region_19,universitario,2,31,4,3,0,0,60,0
8269,compras,region_2,universitario,2,36,4,8,1,0,67,0
58912,Analytics,region_9,universitario,2,28,4,7,1,0,87,0
57746,operaciones,region_22,universitario,2,38,4,10,1,0,56,1
7645,finanzas,region_22,posgrado,2,31,4,4,0,0,58,0
50677,compras,region_10,posgrado,2,37,4,8,0,0,68,0
14663,finanzas,region_22,universitario,2,27,4,4,0,0,63,0
30869,ventas,region_17,posgrado,2,38,4,7,0,0,48,0
37667,operaciones,region_22,posgrado,2,40,4,7,1,0,62,0
21291,Analytics,region_31,universitario,2,35,4,10,0,0,83,0
11994,Analytics,region_27,universitario,2,37,4,5,0,0,86,0
14135,compras,region_2,posgrado,2,37,4,5,1,0,74,0
64440,ventas,region_2,universitario,2,33,4,9,0,0,53,0
21539,compras,region_2,posgrado,2,46,4,13,0,0,71,0
34726,tecnologia,region_29,posgrado,2,33,4,2,1,0,78,0
71075,tecnologia,region_7,universitario,2,25,4,4,0,0,82,0
68622,Analytics,region_15,tecnico,2,34,4,7,0,0,84,0
42010,ventas,region_22,universitario,2,30,4,3,0,0,52,0
37605,compras,region_13,posgrado,2,46,4,6,0,0,75,0
27127,operaciones,region_15,universitario,2,28,4,6,0,0,65,0
